x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89624.91491113816,43138.43567405106,0.0,0.0,0.0,-0.4812781625936951,0.8765679267520782,11.11111111111111
89628.2208301281,43133.23885230099,0.0,0.0,0.0,0.8765679267523266,0.48127816259324263,10.555555555555555
89626.66375035034,43135.686542664924,0.0,0.0,0.0,0.876567926751857,0.48127816259409806,10.555555555555555
89624.91491113816,43138.43567405106,0.0,0.0,0.0,0.8765679267520144,0.4812781625938112,10.555555555555555
89623.41485285971,43140.793728048,0.0,0.0,0.0,0.8765679267514006,0.48127816259492934,10.555555555555555
89621.90434526758,43143.16820810403,0.0,0.0,0.0,0.8765679267520272,0.48127816259378803,10.555555555555555
89620.30344710244,43145.6847798741,0.0,0.0,0.0,0.8765679267522756,0.48127816259333567,10.555555555555555
89618.70264744667,43148.201196789916,0.0,0.0,0.0,0.8765679267518575,0.4812781625940973,10.555555555555555
89617.10255024179,43150.71650947055,0.0,0.0,0.0,0.8765679267521467,0.4812781625935704,10.555555555555555
89615.50372658015,43153.22982017314,0.0,0.0,0.0,0.8765679267509149,0.48127816259581396,10.555555555555555
89613.99637891805,43155.59933289842,0.0,0.0,0.0,0.8765679267525871,0.4812781625927683,10.555555555555555
89612.70476667621,43157.62971495298,0.0,0.0,0.0,0.87656792675203,0.481278162593783,11.11111111111111
89611.57240039879,43159.40976634488,0.0,0.0,0.0,0.6743382882331094,0.7384225572277976,11.11111111111111
89611.70391006942,43160.85637272185,0.0,0.0,0.0,0.554307213793994,0.8323121486172957,11.11111111111111
89612.1741824428,43161.98203071881,0.0,0.0,0.0,0.4964775289174071,0.8680495742064881,11.11111111111111
89612.66820825284,43162.82187459589,0.0,0.0,0.0,0.3978953468534199,0.917430810989252,11.11111111111111
89613.83306237964,43164.066375064984,0.0,0.0,0.0,0.18607593417666418,0.9825353666511357,11.11111111111111
89615.35466187457,43164.66414629514,0.0,0.0,0.0,0.07088902009101318,0.9974842088126187,11.11111111111111
89616.8762613695,43164.881517651556,0.0,0.0,0.0,-0.05784729768538136,0.9983254430046842,11.11111111111111
89619.213003451,43164.60980345603,0.0,0.0,0.0,-0.1465871678656469,0.9891977568803564,11.11111111111111
89621.00631714147,43164.066375064984,0.0,0.0,0.0,-0.30658166013258137,0.9518443600034359,11.11111111111111
89622.74528799282,43162.816489765566,0.0,0.0,0.0,-0.3689592998461785,0.9294455524973035,11.11111111111111
89624.10914642204,43161.53112435676,0.0,0.0,0.0,-0.49522497388073794,0.8687647697995254,11.11111111111111
89625.434887425,43159.29216896412,0.0,0.0,0.0,-0.5321169039950019,0.8466708926630075,11.11111111111111
89626.58280701385,43156.907267059694,0.0,0.0,0.0,-0.5321169039954423,0.8466708926627307,11.11111111111111
89628.76632228348,43152.37082585295,0.0,0.0,0.0,-0.5321169039933292,0.8466708926640587,11.11111111111111
89630.03433027219,43149.736429945406,0.0,0.0,0.0,-0.5321169039963678,0.846670892662149,11.11111111111111
89630.7734016644,43148.20094541503,0.0,0.0,0.0,-0.532116903994282,0.84667089266346,11.11111111111111
89631.45023314697,43146.79476966245,0.0,0.0,0.0,-0.5321169039945326,0.8466708926633024,11.11111111111111
89632.60002679669,43144.40597423502,0.0,0.0,0.0,-0.5321169039957192,0.8466708926625567,10.0
89633.76882322771,43141.97769889124,0.0,0.0,0.0,-0.5321169039943002,0.8466708926634484,10.0
89634.83360603753,43139.76552081224,0.0,0.0,0.0,-0.5050460985834871,0.8630923695095436,10.0
89635.99240304086,43137.70319894023,0.0,0.0,0.0,-0.23082564219443927,0.9729951299495413,11.11111111111111
89639.05965877754,43136.1611087529,0.0,0.0,0.0,-0.016122742637349464,0.9998700201375426,11.11111111111111
89642.04408006354,43136.064837098515,0.0,0.0,0.0,0.3699285160001822,0.9290602203570568,11.11111111111111
89645.20020940121,43139.05178026643,0.0,0.0,0.0,0.691577713234279,0.7223020604689186,11.11111111111111
89645.41358796711,43143.95911275829,0.0,0.0,0.0,0.8506508083521641,0.5257311121189326,11.11111111111111
89642.3328950267,43150.120498639095,0.0,0.0,0.0,0.8546946793921348,0.5191310094944972,11.11111111111111
89638.53188287868,43157.43712128537,0.0,0.0,0.0,0.8933282776734972,0.44940470436890523,11.11111111111111
89633.28779877914,43164.50111777782,0.0,0.0,0.0,0.9028202723132059,0.43001808787574114,11.11111111111111
89630.24459978928,43168.25077367606,0.0,0.0,0.0,0.8729540153016949,0.4878025083664989,11.11111111111111
89628.94037165077,43170.37014440115,0.0,0.0,0.0,0.9305627261046232,0.36613250714014994,11.11111111111111
89627.36442931673,43171.83740105698,0.0,0.0,0.0,0.9566795428699314,0.2911430099696352,11.11111111111111
89625.3259260465,43173.20478203018,0.0,0.0,0.0,0.9713014770049869,0.2378517201281733,11.11111111111111
89624.4198652383,43173.67684071188,0.0,0.0,0.0,0.9699175145413896,0.2434338000070106,11.11111111111111
89623.63904410478,43174.095137747696,0.0,0.0,0.0,0.953580690201901,0.30113762181777637,11.11111111111111
89622.88610944031,43174.62336511045,0.0,0.0,0.0,0.9385998395902594,0.34500774066843665,11.11111111111111
89622.25646204902,43175.15856539305,0.0,0.0,0.0,0.8816745987679436,0.47185792553202444,11.11111111111111
89621.87867361424,43175.72524804522,0.0,0.0,0.0,0.8722910273540877,0.4889870791723951,11.11111111111111
89621.55382462035,43176.25635276151,0.0,0.0,0.0,0.8701999067551395,0.49269881498065987,11.11111111111111
89621.26812211654,43176.73252360119,0.0,0.0,0.0,0.7937170381976238,0.6082871552768411,11.11111111111111
89621.13479428143,43177.227741274444,0.0,0.0,0.0,0.8048862429139706,0.5934291330629402,11.11111111111111
89620.88718544481,43178.027708285095,0.0,0.0,0.0,0.7695508900666019,0.6385854896548313,11.11111111111111
89620.77510003521,43178.62506558572,0.0,0.0,0.0,0.7318437511317317,0.6814724674771799,11.11111111111111
89620.73481077612,43179.18956513389,0.0,0.0,0.0,0.6743382882357264,0.7384225572254076,11.11111111111111
89620.81099811046,43180.02762581171,0.0,0.0,0.0,0.6606192867349653,0.7507210920133959,11.11111111111111
89620.9062322784,43180.7704523216,0.0,0.0,0.0,0.5531469063199647,0.8330837293025547,11.11111111111111
89621.21098161579,43181.4942319979,0.0,0.0,0.0,0.5384591126029139,0.8426516386116403,11.11111111111111
89621.68715245546,43182.52276101159,0.0,0.0,0.0,0.34271721349929024,0.9394386151161138,11.1111111111111
89624.53554047376,43184.92005362057,0.0,0.0,0.0,0.23355283459848974,0.9723441126736,11.1111111111111
89627.055072105,43186.204520726686,0.0,0.0,0.0,0.10928682422489583,0.9940102565118917,11.1111111111111
89628.66444988281,43186.56273811942,0.0,0.0,0.0,-0.11979709589304514,0.9927983963603046,11.1111111111111
89630.86511030937,43186.02380087209,0.0,0.0,0.0,-0.1661538228325149,0.9860998464446393,11.1111111111111
89632.96253250632,43185.29633316281,0.0,0.0,0.0,-0.2684771155409466,0.9632860626162995,11.1111111111111
89634.81127732267,43184.1790149055,0.0,0.0,0.0,-0.2145234433571873,0.9767188399176989,11.1111111111111
89636.73797798184,43183.28976844742,0.0,0.0,0.0,-0.07987139440251001,0.9968051767302368,11.1111111111111
89639.8009380041,43182.795742637376,0.0,0.0,0.0,0.0,1.0,11.1111111111111
89643.1603135124,43182.795742637376,0.0,0.0,0.0,0.1867177943395918,0.9824135917611064,11.1111111111111
89646.66789676371,43184.1790149055,0.0,0.0,0.0,0.3034201366629761,0.9528568731280794,11.1111111111111
89648.8537829188,43185.72821438323,0.0,0.0,0.0,0.27312711728740613,0.9619779507879958,11.1111111111111
89651.06472647311,43187.093767184764,0.0,0.0,0.0,0.18370357929578848,0.9829816859707591,10.833333333333334
89652.92184089606,43187.81301752024,0.0,0.0,0.0,0.0,1.0,10.555555555555555
89655.59513613825,43187.81301752024,0.0,0.0,0.0,-0.11963809871746497,0.9928175690101733,10.555555555555555
89657.98747961722,43187.22794964018,0.0,0.0,0.0,-0.2526754502445454,0.9675510926270076,10.555555555555555
89659.84716326397,43186.185548071684,0.0,0.0,0.0,-0.48200876932070674,0.8761663919016397,10.555555555555555
89661.24192599904,43183.98492253818,0.0,0.0,0.0,-0.6297995955707006,0.7767576645382921,10.555555555555555
89661.70684691073,43181.78429700467,0.0,0.0,0.0,-0.7884602559899263,0.6150857051861145,10.555555555555555
89661.0094655432,43179.00455948866,0.0,0.0,0.0,-0.9415479905667636,0.336878882478094,10.555555555555555
89659.03355166853,43177.383045937655,0.0,0.0,0.0,-0.9744877388836798,0.22444074221355853,11.1111111111111
89656.99777592788,43176.39276994114,0.0,0.0,0.0,-0.9826603634280751,0.1854146977653158,11.1111111111111
89655.57006449287,43175.83410024918,0.0,0.0,0.0,-0.9815536513051271,0.1911868970656019,11.1111111111111
89653.54993535396,43175.01610517016,0.0,0.0,0.0,-0.9721749232976278,0.2342560959959239,11.1111111111111
89651.61874355107,43174.02805355007,0.0,0.0,0.0,-0.9544825554615245,0.2982667452459924,11.1111111111111
89649.31893631506,43172.435172287136,0.0,0.0,0.0,-0.9238795325117443,0.38268343236398533,11.1111111111111
89647.79733682012,43170.913572792204,0.0,0.0,0.0,-0.8320502943379535,0.5547001962250643,11.1111111111111
89646.71048003802,43168.30511651516,0.0,0.0,0.0,-0.6380633327529938,0.7699838851535417,11.1111111111111
89647.2265597279,43165.575117392094,0.0,0.0,0.0,-0.4958101013757689,0.8684309663834827,11.1111111111111
89648.38886200711,43163.60613665158,0.0,0.0,0.0,-0.2403472636798569,0.9706869695435317,11.1111111111111
89650.36477588178,43162.56373508307,0.0,0.0,0.0,-0.21258163126124302,0.9771433109070076,11.111111111111102
89653.1543013519,43161.28968872157,0.0,0.0,0.0,-0.15291700546477574,0.9882390345658715,11.111111111111102
89655.71136636617,43160.47893194606,0.0,0.0,0.0,-0.02212771139953445,0.9997551522188916,11.111111111111102
89659.18043454448,43160.32529400417,0.0,0.0,0.0,0.34694624773493615,0.9378850149046248,11.111111111111102
89661.20213928662,43162.05818378314,0.0,0.0,0.0,0.6039055385068083,0.7970558955059562,11.111111111111102
89662.16499017585,43165.48369289636,0.0,0.0,0.0,0.4980607264558306,0.867142152569168,11.111111111111102
89663.54826244398,43167.855016784575,0.0,0.0,0.0,0.3881111156138134,0.9216125877704803,11.111111111111102
89665.62317084616,43169.97932776777,0.0,0.0,0.0,0.09853761796684349,0.9951333266680502,11.111111111111102
89669.08135151646,43170.67096390183,0.0,0.0,0.0,-0.12653053383413054,0.9919627130127674,11.111111111111102
89671.70818602621,43169.98974452742,0.0,0.0,0.0,-0.2817991524328941,0.9594734168741219,11.111111111111102
89673.99058526862,43168.52248787158,0.0,0.0,0.0,-0.35253352673886945,0.9357991838664185,11.111111111111102
89676.21864167192,43166.566145663804,0.0,0.0,0.0,-0.3826834323650898,0.9238795325112867,11.111111111111102
89678.2836695579,43164.50111777782,0.0,0.0,0.0,-0.4878486485366452,0.8729282307961914,11.111111111111102
89680.33978468236,43161.15913925286,0.0,0.0,0.0,-0.6577126250440721,0.7532689445726777,11.111111111111102
89680.6982789576,43158.524520936415,0.0,0.0,0.0,-0.7733798799235237,0.6339428691368616,10.833333333333334
89679.85657587877,43154.31860943773,0.0,0.0,0.0,-0.9143720464920623,0.40487499378686986,11.11111111111111
89677.7729361391,43152.02336619287,0.0,0.0,0.0,-0.9906208084527665,0.13663972284949705,11.11111111111111
89675.44461160527,43151.368601314716,0.0,0.0,0.0,-0.9906208084525717,0.13663972285090878,11.11111111111111
89672.97922300159,43150.67529166425,0.0,0.0,0.0,-0.9906208084525097,0.13663972285135903,11.11111111111111
89670.01318859482,43149.84119180885,0.0,0.0,0.0,-0.9906208084527304,0.1366397228497586,11.11111111111111
89667.61060928473,43149.16554521132,0.0,0.0,0.0,-0.990620808452656,0.13663972285029793,10.555555555555555
89665.10119083368,43148.45985361099,0.0,0.0,0.0,-0.9993644730103792,0.03564617910361594,10.555555555555555
89663.07594190593,43148.31519297329,0.0,0.0,0.0,-0.9887429823127545,0.14962391161602528,11.11111111111111
89661.02603284575,43147.6802376618,0.0,0.0,0.0,-0.8944271910000369,0.44721359549971595,11.11111111111111
89659.41205052433,43145.528261233245,0.0,0.0,0.0,-0.81392954216861,0.5809635964371579,11.11111111111111
89658.55620560073,43143.03752678836,0.0,0.0,0.0,-0.7899765382587891,0.6131370719510115,11.11111111111111
89656.12296029233,43133.537701324116,0.0,0.0,0.0,-0.7899765382592214,0.6131370719504544,11.11111111111111
89655.59680576465,43131.483499816844,0.0,0.0,0.0,-0.7899765382592289,0.6131370719504449,10.555555555555555
89654.86961079318,43128.64440041178,0.0,0.0,0.0,-0.7899765382578808,0.6131370719521817,10.555555555555555
89654.30650440505,43126.44593222338,0.0,0.0,0.0,-0.8481291473449067,0.5297895331393416,11.11111111111111
89653.23610782527,43124.25299702998,0.0,0.0,0.0,-0.954176399253153,0.29924471441996703,11.11111111111111
89651.40615075841,43122.97998341824,0.0,0.0,0.0,-0.9896459247398173,0.14353028825259126,11.11111111111111
89649.25794028862,43122.343476612376,0.0,0.0,0.0,-0.9999742221803679,0.007180179299166952,11.11111111111111
89647.22856162203,43122.3143317531,0.0,0.0,0.0,0.9988732333469221,0.04745802042927181,11.11111111111111
89644.46685853873,43122.57735109437,0.0,0.0,0.0,0.9967689685997106,0.0803219972153891,11.11111111111111
89641.81616079908,43123.007342215205,0.0,0.0,0.0,0.9963326815391369,0.08556393923279172,11.11111111111111
