x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89624.10235690039,43138.96318407937,0.0,0.0,0.0,-0.48520856072317425,0.8743984518518693,10.833333333333334
89627.8257116785,43132.9924558626,0.0,0.0,0.0,0.8743984518519019,0.48520856072311536,10.833333333333334
89626.29073355313,43135.453928849034,0.0,0.0,0.0,0.8743984518514905,0.4852085607238568,10.833333333333334
89624.56671788366,43138.21854023242,0.0,0.0,0.0,0.8743984518517813,0.4852085607233326,10.833333333333334
89623.08795187753,43140.58987212126,0.0,0.0,0.0,0.8743984518522308,0.48520856072252283,10.833333333333334
89621.59888487839,43142.97772256213,0.0,0.0,0.0,0.8743984518522331,0.48520856072251856,10.555555555555555
89618.44263290637,43148.03905134533,0.0,0.0,0.0,0.8743984518517519,0.48520856072338564,10.833333333333334
89614.77150701122,43153.926025935674,0.0,0.0,0.0,0.8605658684071227,0.5093391661090818,10.833333333333334
89612.5005222692,43158.063710834285,0.0,0.0,0.0,0.7373546459165787,0.6755058298380827,10.833333333333334
89612.26738493,43160.721476501254,0.0,0.0,0.0,0.6478293808489607,0.7617854640965869,10.833333333333334
89612.73463977502,43163.59251590136,0.0,0.0,0.0,0.45201643133366826,0.8920096108251161,12.5
89613.9459737723,43165.244340881894,0.0,0.0,0.0,0.1374413313797357,0.9905099093035696,12.5
89616.22832616513,43165.89016550927,0.0,0.0,0.0,0.019220111455689366,0.9998152765964475,12.5
89618.68334903385,43165.98458946576,0.0,0.0,0.0,-0.12123570186534183,0.9926237477479661,12.5
89620.9512451391,43165.42221401841,0.0,0.0,0.0,-0.22415601868426197,0.974553271652002,12.5
89623.08980704357,43164.38348395052,0.0,0.0,0.0,-0.2782534817579425,0.9605076782043871,12.5
89625.20729382875,43163.04424412115,0.0,0.0,0.0,-0.5098442236758144,0.8602667421122394,10.833333333333334
89626.93770989597,43159.882669603074,0.0,0.0,0.0,-0.5762082238630889,0.8173029320591872,10.833333333333334
89628.89799684756,43154.387083379974,0.0,0.0,0.0,-0.5585620797980312,0.8294627194827371,10.833333333333334
89630.78712078847,43149.73174223985,0.0,0.0,0.0,-0.525731112120051,0.850650808351473,10.833333333333334
89632.81118215373,43145.68361950931,0.0,0.0,0.0,-0.5143099483217626,0.8576043826014801,10.833333333333334
89635.36163807899,43140.906501387224,0.0,0.0,0.0,-0.41698806059062204,0.9089119634622881,10.833333333333334
89638.72359660374,43136.99936039899,0.0,0.0,0.0,-0.14314728768206902,0.9897013963965429,11.11111111111111
89642.72160133588,43135.81813172813,0.0,0.0,0.0,0.2397926668087667,0.9708241225601781,11.11111111111111
89646.04083391215,43137.56436146276,0.0,0.0,0.0,0.5960046145651504,0.8029810081297356,11.11111111111111
89647.13606023203,43141.184745962644,0.0,0.0,0.0,0.7393286712062346,0.6733447229558003,12.5
89646.7016611406,43145.824701818434,0.0,0.0,0.0,0.8172507217965111,0.576282272608729,12.5
89645.0004151033,43150.59680974033,0.0,0.0,0.0,0.9260290459855725,0.37745225657167636,12.5
89641.23795032514,43154.27510713475,0.0,0.0,0.0,0.9297383674174498,0.3682208143925805,12.5
89635.76583770834,43159.41589565,0.0,0.0,0.0,0.8949583391380294,0.446149718376354,11.11111111111111
89630.38778712187,43166.55121407179,0.0,0.0,0.0,0.8988796513908113,0.4381955868279981,10.833333333333334
89626.32627453253,43171.745529416425,0.0,0.0,0.0,0.8988796513920414,0.43819558682547466,11.11111111111111
89625.23849574589,43173.13670226612,0.0,0.0,0.0,0.9031187302055544,0.42939091647577626,11.11111111111111
89624.51673735931,43174.02349125352,0.0,0.0,0.0,0.9031187302060024,0.42939091647483396,11.11111111111111
89623.82442566409,43174.87410054133,0.0,0.0,0.0,0.9031187302050968,0.4293909164767386,11.11111111111111
89623.00976750995,43175.8750308984,0.0,0.0,0.0,0.9031187302061402,0.4293909164745442,11.11111111111111
89622.05207757874,43177.05169735651,0.0,0.0,0.0,0.9031187302064294,0.42939091647393574,11.11111111111111
89621.04492542896,43178.28913560687,0.0,0.0,0.0,0.8684997163904575,0.4956896636300729,11.11111111111111
89620.27049109286,43179.60022366208,0.0,0.0,0.0,0.7469054280494689,0.6649302832254218,11.11111111111111
89620.09034725219,43181.146278115906,0.0,0.0,0.0,0.7153233202635348,0.698793637268652,11.11111111111111
89620.05002741529,43182.87072663246,0.0,0.0,0.0,0.5747002953316244,0.8183639597060368,11.11111111111111
89620.6383886571,43184.50114870861,0.0,0.0,0.0,0.4618103808036477,0.886978676283703,12.5
89621.92806816813,43186.343548010074,0.0,0.0,0.0,0.29417129187786867,0.9557527143748564,12.5
89623.9020674197,43187.68586750114,0.0,0.0,0.0,0.14448441817955293,0.989507075721703,12.5
89626.45127937805,43188.446539990124,0.0,0.0,0.0,0.04352302035544345,0.9990524243998108,12.5
89629.04423148418,43188.672889858986,0.0,0.0,0.0,-0.12218326369477914,0.9925075566830169,12.5
89630.88049801158,43188.21382322714,0.0,0.0,0.0,-0.2958547133938509,0.9552329498937117,12.5
89632.98863705552,43186.76939926562,0.0,0.0,0.0,-0.30803862518532243,0.9513738515399383,12.5
