x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89643.0065723645,43123.9642185195,0.0,0.0,0.0,0.9939782961880083,0.10957712675181873,8.88888888888889
89641.8102111071,43124.231239686,0.0,0.0,0.0,0.9939782961892527,0.10957712674052976,8.88888888888889
89640.668814685,43124.4859930075,0.0,0.0,0.0,0.9939782961824947,0.10957712680183238,8.88888888888889
89639.6296490249,43124.7179289927,0.0,0.0,0.0,0.9939782961931202,0.10957712670544852,8.88888888888889
89638.6643926489,43124.9333688373,0.0,0.0,0.0,0.99397829618385,0.10957712678953764,8.88888888888889
89637.6861535065,43125.1517063632,0.0,0.0,0.0,0.9779789122364241,0.20870373073057574,8.88888888888889
89636.9197404379,43125.494423869,0.0,0.0,0.0,0.9743660133046593,0.2249686025132937,8.88888888888889
89636.0264349839,43125.9301578819,0.0,0.0,0.0,0.9462170386406087,0.3235325575366362,8.88888888888889
89635.2285263326,43126.5480402454,0.0,0.0,0.0,0.9462170386195882,0.3235325575981136,8.88888888888889
89634.4220802325,43127.1725338158,0.0,0.0,0.0,0.9462170386438258,0.32353255752722737,8.88888888888889
89633.6456837006,43127.7737576819,0.0,0.0,0.0,0.898377838488259,0.4392234730899108,8.88888888888889
89633.0456561862,43128.5447682472,0.0,0.0,0.0,0.8983778384917874,0.439223473082694,8.88888888888889
89632.4448310992,43129.3168036603,0.0,0.0,0.0,0.8983778384804175,0.43922347310594956,8.88888888888889
89631.8466747015,43130.085409918,0.0,0.0,0.0,0.8983778384887217,0.4392234730889644,8.88888888888889
89631.2455241885,43130.8578634901,0.0,0.0,0.0,0.898377838479043,0.4392234731087612,8.88888888888889
89630.6427477783,43131.632406273,0.0,0.0,0.0,0.8983778384743923,0.4392234731182734,8.88888888888889
89630.0315642235,43132.4177518894,0.0,0.0,0.0,0.898377838498509,0.4392234730689456,8.88888888888889
89629.4222264044,43133.2007258115,0.0,0.0,0.0,0.898377838494321,0.43922347307751186,8.88888888888889
89628.8139238653,43133.9823694416,0.0,0.0,0.0,0.8983778384821571,0.4392234731023914,8.88888888888889
89628.2000883279,43134.771122746,0.0,0.0,0.0,0.898377838488895,0.43922347308860993,8.88888888888889
89627.5872222081,43135.5586303888,0.0,0.0,0.0,0.8983778384789255,0.4392234731090014,8.88888888888889
89626.9757073995,43136.3444016526,0.0,0.0,0.0,0.8983778384726192,0.4392234731219002,8.88888888888889
89626.361807831,43137.1332372344,0.0,0.0,0.0,0.8983778385027503,0.43922347306027065,8.88888888888889
89625.7494165575,43137.9201347192,0.0,0.0,0.0,0.8983778384889909,0.43922347308841386,8.88888888888889
89625.1386589086,43138.704933064,0.0,0.0,0.0,0.8983778384856506,0.43922347309524606,8.88888888888889
89624.5258655082,43139.4923472654,0.0,0.0,0.0,0.8983778384652724,0.439223473136927,8.88888888888889
89623.914349551,43140.2781200052,0.0,0.0,0.0,0.8983778384895167,0.43922347308733845,8.88888888888889
89623.3046014558,43141.0616211152,0.0,0.0,0.0,0.8983778384991078,0.439223473067721,8.88888888888889
89622.6926934206,43141.8478976588,0.0,0.0,0.0,0.8983778384741364,0.43922347311879684,8.88888888888889
89622.0816787815,43142.6330262255,0.0,0.0,0.0,0.898377838497155,0.439223473071715,8.88888888888889
89621.4716360378,43143.4169059466,0.0,0.0,0.0,0.8983778384702048,0.4392234731268385,8.88888888888889
89620.8595383972,43144.2034261255,0.0,0.0,0.0,0.8983778384947924,0.4392234730765476,8.88888888888889
89620.2477310181,43144.9895733302,0.0,0.0,0.0,0.8983778384833391,0.43922347309997395,8.88888888888889
89619.6369604506,43145.7743882749,0.0,0.0,0.0,0.8983778384999196,0.4392234730660605,8.88888888888889
89619.0251891808,43146.5604890806,0.0,0.0,0.0,0.8983778384785175,0.43922347310983584,7.77777777777778
89618.4136439422,43147.3462994457,0.0,0.0,0.0,0.8983778384821061,0.43922347310249593,7.77777777777778
89617.8016500395,43148.1326863256,0.0,0.0,0.0,0.8983778384936336,0.4392234730789178,7.77777777777778
89617.1956607414,43148.9113575366,0.0,0.0,0.0,0.8983778384659651,0.4392234731355103,7.22222222222222
89616.587694543,43149.692568983,0.0,0.0,0.0,0.8983778385070055,0.43922347305156734,7.22222222222222
89615.9752945952,43150.4794776139,0.0,0.0,0.0,0.8983778384773777,0.43922347311216714,7.22222222222222
89615.3766317,43151.2487347,0.0,0.0,0.0,0.8449662150920613,0.5348196848966916,6.66666666666667
89614.9499047,43152.1499908,0.0,0.0,0.0,0.8314137040087439,0.5556538965817307,6.66666666666667
89614.5652737,43153.079101,0.0,0.0,0.0,0.8157210374163751,0.5784454936433966,6.16666666666667
89614.2382542,43154.0120118,0.0,0.0,0.0,0.7983628758186002,0.6021766505890563,6.16666666666667
89613.9662917,43154.9637103,0.0,0.0,0.0,0.7796245311123637,0.6262472279282576,5.55555555555556
89613.7493846,43155.9459744,0.0,0.0,0.0,0.7597335160321957,0.6502345612295285,5.55555555555556
89613.5920542,43156.9528011,0.0,0.0,0.0,0.7365620032741818,0.6763700284110202,5.0
89613.5054175,43157.9678003,0.0,0.0,0.0,0.7055608384776845,0.7086493513767347,5.0
89613.509776,43158.9656601,0.0,0.0,0.0,0.6607351682181352,0.7506191027943218,5.0
89613.6365947,43159.9572731,0.0,0.0,0.0,0.6025460173646563,0.7980841415276908,5.0
89613.9357223,43161.0077112,0.0,0.0,0.0,0.5590588562448169,0.8291279727848031,5.0
89614.292942,43161.8910385,0.0,0.0,0.0,0.5432875435055168,0.8395466902273757,5.0
89614.6885074,43162.771846,0.0,0.0,0.0,0.4722120936334728,0.8814849622235721,5.0
89615.2087642,43163.5535914,0.0,0.0,0.0,0.34636534840462424,0.9380996990856266,5.0
89615.9705743,43164.2049364,0.0,0.0,0.0,0.2575150985733409,0.9662742747309185,5.0
89616.8375462,43164.7023673,0.0,0.0,0.0,0.11822893209496094,0.992986364264729,5.0
89617.7760703293,43164.9290699715,0.0,0.0,0.0,0.07088902011329279,0.9974842088110354,5.0
89618.6971780319,43165.0606567862,0.0,0.0,0.0,0.011938473384901498,0.9999287338871896,6.16666666666667
89619.6456691,43165.0833087,0.0,0.0,0.0,-0.04058250168835475,0.99917619094768,6.16666666666667
89620.7593718,43164.992691,0.0,0.0,0.0,-0.13405655810360717,0.9909736824100901,7.22222222222222
89621.6672861,43164.742471,0.0,0.0,0.0,-0.18864468330811524,0.9820454080436306,7.77777777777778
89622.6198471,43164.3624878,0.0,0.0,0.0,-0.23237736447232366,0.9726257042053211,8.88888888888889
89623.5497765,43163.891235,0.0,0.0,0.0,-0.2761094289092027,0.9611262056917572,8.88888888888889
89624.4358768,43163.3363271,0.0,0.0,0.0,-0.32360194047664237,0.9461933122357987,8.88888888888889
89625.2300054,43162.7211856,0.0,0.0,0.0,-0.37028164638583694,0.9289195349166655,8.88888888888889
89625.9334299,43162.0544541,0.0,0.0,0.0,-0.4126350699403713,0.9108964260854825,7.77777777777778
89626.5778684,43161.319847,0.0,0.0,0.0,-0.45018478048732546,0.8929354195111641,7.77777777777778
89627.1716341,43160.5170941,0.0,0.0,0.0,-0.48403621527075574,0.8750479657175158,7.22222222222222
89627.7021798,43159.6713746,0.0,0.0,0.0,-0.5144885844048375,0.8574972282853784,7.22222222222222
89628.1714027,43158.7916171,0.0,0.0,0.0,-0.541614647874107,0.8406268929841628,6.66666666666667
89628.5834111,43157.8838868,0.0,0.0,0.0,-0.5647284637540834,0.8252767791631804,6.66666666666667
89628.9444936,43156.9545545,0.0,0.0,0.0,-0.583688912124197,0.8119773727532507,6.16666666666667
89629.2623017,43156.0090692,0.0,0.0,0.0,-0.5947076162064969,0.8039420695709275,6.16666666666667
89629.553445398,43155.0577560617,0.0,0.0,0.0,-0.5947076162575994,0.803942069533125,6.16666666666667
89629.8456177521,43154.1030817853,0.0,0.0,0.0,-0.5947076162265459,0.8039420695560964,5.55555555555556
89630.1380320509,43153.1476169539,0.0,0.0,0.0,-0.5947076162416002,0.8039420695449602,5.55555555555556
89630.428949097,43152.1970444013,0.0,0.0,0.0,-0.5947076162236782,0.8039420695582178,5.55555555555556
89630.7201101494,43151.2456745573,0.0,0.0,0.0,-0.5947076162137028,0.8039420695655969,5.55555555555556
89631.0115462027,43150.2934061469,0.0,0.0,0.0,-0.5947076162047619,0.8039420695722109,5.0
89631.3034497259,43149.3396102769,0.0,0.0,0.0,-0.5947076162533164,0.8039420695362932,5.0
89631.5952364053,43148.3861961941,0.0,0.0,0.0,-0.5947076162132275,0.8039420695659486,5.0
89631.8865026987,43147.4344824748,0.0,0.0,0.0,-0.5947076162251772,0.8039420695571089,4.44444444444444
89632.1787243196,43146.4796472192,0.0,0.0,0.0,-0.5947076162207101,0.8039420695604134,4.44444444444444
89632.4702390012,43145.5271218905,0.0,0.0,0.0,-0.5947076162542668,0.8039420695355902,4.44444444444444
